idx,sentence,followup,response,stype,ftype,OP1_type,OP2_type,OP1,OP2,comments,slide_number_in_experiment,wide
21,I traveled to a few countries this year...,but I don't care about which ones they are.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,The first sentence is past tense yet the second is about the future.,16,NA_CONTROL
21,I aim to travel to a few countries this year...,but I don't care about which ones they are.,4,S,F2,ITV,QD,aim,a few,I think you would care which countries you would like to visit.,11,OP1_wide
21,I aim to travel to a few countries this year...,because I've always wanted to travel to them.,5,S,F1,ITV,QD,aim,a few,,16,OP2_wide
21,I aim to travel to a few countries this year...,but I don't care about which ones they are.,4,S,F2,ITV,QD,aim,a few,Free spirited traveling is not uncommon.,11,OP1_wide
21,I traveled to a few countries this year...,because I've always wanted to travel to them.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,12,NA_CONTROL
21,I aim to travel to a few countries this year...,because I've always wanted to travel to them.,4,S,F1,ITV,QD,aim,a few,The continuation is acceptable but it could be worded better.,16,OP2_wide
21,I aim to travel to a few countries this year...,because I've always wanted to travel to them.,7,S,F1,ITV,QD,aim,a few,,16,OP2_wide
21,I aim to travel to a few countries this year...,but I don't care about which ones they are.,7,S,F2,ITV,QD,aim,a few,,11,OP1_wide
21,I aim to travel to a few countries this year...,because I've always wanted to travel to them.,7,S,F1,ITV,QD,aim,a few,,16,OP2_wide
21,I aim to travel to a few countries this year...,because I've always wanted to travel to them.,6,S,F1,ITV,QD,aim,a few,redundant but makes sense,16,OP2_wide
21,I traveled to a few countries this year...,but I don't care about which ones they are.,2,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,16,NA_CONTROL
21,I aim to travel to a few countries this year...,because I've always wanted to travel to them.,7,S,F1,ITV,QD,aim,a few,,16,OP2_wide
21,I traveled to a few countries this year...,but I don't care about which ones they are.,3,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,T,16,NA_CONTROL
21,I traveled to a few countries this year...,because I've always wanted to travel to them.,6,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,12,NA_CONTROL
21,I aim to travel to a few countries this year...,because I've always wanted to travel to them.,7,S,F1,ITV,QD,aim,a few,,16,OP2_wide
21,I aim to travel to a few countries this year...,because I've always wanted to travel to them.,3,S,F1,ITV,QD,aim,a few,,16,OP2_wide
21,I traveled to a few countries this year...,but I don't care about which ones they are.,3,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,16,NA_CONTROL
21,I traveled to a few countries this year...,but I don't care about which ones they are.,2,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,16,NA_CONTROL
21,I aim to travel to a few countries this year...,but I don't care about which ones they are.,6,S,F2,ITV,QD,aim,a few,,11,OP1_wide
21,I aim to travel to a few countries this year...,but I don't care about which ones they are.,7,S,F2,ITV,QD,aim,a few,,11,OP1_wide
21,I traveled to a few countries this year...,but I don't care about which ones they are.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,16,NA_CONTROL
21,I aim to travel to a few countries this year...,because I've always wanted to travel to them.,7,S,F1,ITV,QD,aim,a few,,16,OP2_wide
21,I aim to travel to a few countries this year...,because I've always wanted to travel to them.,4,S,F1,ITV,QD,aim,a few,,16,OP2_wide
21,I aim to travel to a few countries this year...,but I don't care about which ones they are.,7,S,F2,ITV,QD,aim,a few,Yes ths work - especially post Covid,11,OP1_wide
21,I aim to travel to a few countries this year...,but I don't care about which ones they are.,5,S,F2,ITV,QD,aim,a few,,11,OP1_wide
21,I aim to travel to a few countries this year...,but I don't care about which ones they are.,5,S,F2,ITV,QD,aim,a few,,11,OP1_wide
21,I traveled to a few countries this year...,but I don't care about which ones they are.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,16,NA_CONTROL
21,I traveled to a few countries this year...,because I've always wanted to travel to them.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,Natural as if you had wanted to travel and visit thats what you would do,12,NA_CONTROL
21,I traveled to a few countries this year...,because I've always wanted to travel to them.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,12,NA_CONTROL
21,I traveled to a few countries this year...,because I've always wanted to travel to them.,6,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,12,NA_CONTROL
21,I aim to travel to a few countries this year...,but I don't care about which ones they are.,7,S,F2,ITV,QD,aim,a few,,11,OP1_wide
21,I aim to travel to a few countries this year...,because I've always wanted to travel to them.,6,S,F1,ITV,QD,aim,a few,,16,OP2_wide
21,I aim to travel to a few countries this year...,because I've always wanted to travel to them.,5,S,F1,ITV,QD,aim,a few,,16,OP2_wide
21,I traveled to a few countries this year...,but I don't care about which ones they are.,2,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,16,NA_CONTROL
21,I traveled to a few countries this year...,because I've always wanted to travel to them.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,Nothing unnatural ,12,NA_CONTROL
21,I aim to travel to a few countries this year...,but I don't care about which ones they are.,5,S,F2,ITV,QD,aim,a few,,11,OP1_wide
21,I aim to travel to a few countries this year...,because I've always wanted to travel to them.,6,S,F1,ITV,QD,aim,a few,,16,OP2_wide
21,I aim to travel to a few countries this year...,but I don't care about which ones they are.,4,S,F2,ITV,QD,aim,a few,,11,OP1_wide
21,I aim to travel to a few countries this year...,but I don't care about which ones they are.,6,S,F2,ITV,QD,aim,a few,,11,OP1_wide
21,I traveled to a few countries this year...,because I've always wanted to travel to them.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,12,NA_CONTROL
21,I aim to travel to a few countries this year...,because I've always wanted to travel to them.,6,S,F1,ITV,QD,aim,a few,,16,OP2_wide
21,I aim to travel to a few countries this year...,because I've always wanted to travel to them.,4,S,F1,ITV,QD,aim,a few,,16,OP2_wide
21,I aim to travel to a few countries this year...,but I don't care about which ones they are.,6,S,F2,ITV,QD,aim,a few,"It sounds highly possible, but I'm giving it a 6 as you'd imagine a person would have some preferences as where to go or not go.",11,OP1_wide
21,I traveled to a few countries this year...,but I don't care about which ones they are.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,16,NA_CONTROL
21,I aim to travel to a few countries this year...,but I don't care about which ones they are.,5,S,F2,ITV,QD,aim,a few,Unusual but possible,11,OP1_wide
21,I traveled to a few countries this year...,but I don't care about which ones they are.,2,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,Doesnâ€™t make sense also different tenses,16,NA_CONTROL
21,I aim to travel to a few countries this year...,because I've always wanted to travel to them.,2,S,F1,ITV,QD,aim,a few,,16,OP2_wide
21,I traveled to a few countries this year...,but I don't care about which ones they are.,4,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,16,NA_CONTROL
21,I traveled to a few countries this year...,but I don't care about which ones they are.,2,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,Confusing.,16,NA_CONTROL
21,I aim to travel to a few countries this year...,because I've always wanted to travel to them.,6,S,F1,ITV,QD,aim,a few,,16,OP2_wide
21,I traveled to a few countries this year...,but I don't care about which ones they are.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,16,NA_CONTROL
21,I aim to travel to a few countries this year...,because I've always wanted to travel to them.,7,S,F1,ITV,QD,aim,a few,,16,OP2_wide
22,I spent New Year's with most members of my team...,because I am close to them.,5,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,21,NA_CONTROL
22,I request to spend New Year's with most members of my team...,even though I haven't met them yet.,3,S,F2,ITV,QD,request,most,It's an unnaturally clunky sentence expressing a fairly unlikely sentiment.,8,OP1_wide
22,I request to spend New Year's with most members of my team...,because I am close to them.,6,S,F1,ITV,QD,request,most,,9,OP2_wide
22,I spent New Year's with most members of my team...,even though I haven't met them yet.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,21,NA_CONTROL
22,I spent New Year's with most members of my team...,because I am close to them.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,21,NA_CONTROL
22,I request to spend New Year's with most members of my team...,because I am close to them.,7,S,F1,ITV,QD,request,most,,9,OP2_wide
22,I request to spend New Year's with most members of my team...,because I am close to them.,6,S,F1,ITV,QD,request,most,,9,OP2_wide
22,I spent New Year's with most members of my team...,even though I haven't met them yet.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,21,NA_CONTROL
22,I spent New Year's with most members of my team...,because I am close to them.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,21,NA_CONTROL
22,I spent New Year's with most members of my team...,because I am close to them.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,21,NA_CONTROL
22,I spent New Year's with most members of my team...,even though I haven't met them yet.,2,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,21,NA_CONTROL
22,I spent New Year's with most members of my team...,even though I haven't met them yet.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,I think the contination does not make sense.,21,NA_CONTROL
22,I request to spend New Year's with most members of my team...,even though I haven't met them yet.,5,S,F2,ITV,QD,request,most,,8,OP1_wide
22,I spent New Year's with most members of my team...,even though I haven't met them yet.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,21,NA_CONTROL
22,I spent New Year's with most members of my team...,because I am close to them.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,21,NA_CONTROL
22,I spent New Year's with most members of my team...,even though I haven't met them yet.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,21,NA_CONTROL
22,I spent New Year's with most members of my team...,even though I haven't met them yet.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,if you spent time with your team you will have met them ,21,NA_CONTROL
22,I request to spend New Year's with most members of my team...,because I am close to them.,6,S,F1,ITV,QD,request,most,,9,OP2_wide
22,I spent New Year's with most members of my team...,even though I haven't met them yet.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,21,NA_CONTROL
22,I request to spend New Year's with most members of my team...,even though I haven't met them yet.,6,S,F2,ITV,QD,request,most,I can see it. Not much to say.,8,OP1_wide
22,I spent New Year's with most members of my team...,even though I haven't met them yet.,5,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,21,NA_CONTROL
22,I request to spend New Year's with most members of my team...,even though I haven't met them yet.,2,S,F2,ITV,QD,request,most,,8,OP1_wide
22,I spent New Year's with most members of my team...,even though I haven't met them yet.,2,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,21,NA_CONTROL
22,I request to spend New Year's with most members of my team...,even though I haven't met them yet.,2,S,F2,ITV,QD,request,most,,8,OP1_wide
22,I request to spend New Year's with most members of my team...,because I am close to them.,5,S,F1,ITV,QD,request,most,,9,OP2_wide
22,I spent New Year's with most members of my team...,because I am close to them.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,21,NA_CONTROL
22,I spent New Year's with most members of my team...,even though I haven't met them yet.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,21,NA_CONTROL
22,I request to spend New Year's with most members of my team...,because I am close to them.,1,S,F1,ITV,QD,request,most,You wouldnâ€™t have to request to spend time with someone if youâ€™re close with them. ,9,OP2_wide
22,I spent New Year's with most members of my team...,even though I haven't met them yet.,2,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,21,NA_CONTROL
22,I request to spend New Year's with most members of my team...,because I am close to them.,7,S,F1,ITV,QD,request,most,,9,OP2_wide
22,I request to spend New Year's with most members of my team...,even though I haven't met them yet.,1,S,F2,ITV,QD,request,most,Why would you do this?,8,OP1_wide
22,I request to spend New Year's with most members of my team...,even though I haven't met them yet.,2,S,F2,ITV,QD,request,most,Use of the word request is odd in this instance.  It is quite feasible that you may not have met them prior to celebrating New Year - remote working might mean you have not met them in person,8,OP1_wide
22,I spent New Year's with most members of my team...,even though I haven't met them yet.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,21,NA_CONTROL
22,I spent New Year's with most members of my team...,even though I haven't met them yet.,5,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,21,NA_CONTROL
22,I spent New Year's with most members of my team...,even though I haven't met them yet.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,21,NA_CONTROL
22,I spent New Year's with most members of my team...,even though I haven't met them yet.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,21,NA_CONTROL
22,I spent New Year's with most members of my team...,even though I haven't met them yet.,4,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,21,NA_CONTROL
22,I spent New Year's with most members of my team...,because I am close to them.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,21,NA_CONTROL
22,I request to spend New Year's with most members of my team...,because I am close to them.,5,S,F1,ITV,QD,request,most,,9,OP2_wide
22,I request to spend New Year's with most members of my team...,because I am close to them.,7,S,F1,ITV,QD,request,most,,9,OP2_wide
22,I spent New Year's with most members of my team...,even though I haven't met them yet.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,21,NA_CONTROL
22,I request to spend New Year's with most members of my team...,even though I haven't met them yet.,2,S,F2,ITV,QD,request,most,,8,OP1_wide
22,I spent New Year's with most members of my team...,even though I haven't met them yet.,2,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,21,NA_CONTROL
22,I request to spend New Year's with most members of my team...,even though I haven't met them yet.,5,S,F2,ITV,QD,request,most,,8,OP1_wide
22,I spent New Year's with most members of my team...,because I am close to them.,6,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,21,NA_CONTROL
22,I request to spend New Year's with most members of my team...,because I am close to them.,6,S,F1,ITV,QD,request,most,,9,OP2_wide
22,I spent New Year's with most members of my team...,even though I haven't met them yet.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,21,NA_CONTROL
23,I crave to eat a donut from Krispy Kreme...,because I love that donut.,6,S,F1,ITV,QD,crave,every,It makes sense but I feel it should say 'those' donuts rather than 'that' donut,20,OP2_wide
23,I ate a donut from Krispy Kreme...,because I love that donut.,2,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,"""a"" in the first line, ""that"" in the second line. It's subtly incongruent, but most people would think this phrasing is odd. ""That donut"" should be replaced with ""their donuts"" to sound a little more natural.",18,NA_CONTROL
23,I crave to eat a donut from Krispy Kreme...,because I love that donut.,6,S,F1,ITV,QD,crave,every,,20,OP2_wide
23,I ate a donut from Krispy Kreme...,but I don't care which one.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,The first sentence states they are the donut but the second is about eating a don't in future.,20,NA_CONTROL
23,I crave to eat a donut from Krispy Kreme...,but I don't care which one.,4,S,F2,ITV,QD,crave,every,"I think ""but I don't mind which one"", sounds more natural.",8,OP1_wide
23,I crave to eat a donut from Krispy Kreme...,because I love that donut.,5,S,F1,ITV,QD,crave,every,,20,OP2_wide
23,I crave to eat a donut from Krispy Kreme...,but I don't care which one.,5,S,F2,ITV,QD,crave,every,Sometimes you just want a specific brand of food.,8,OP1_wide
23,I ate a donut from Krispy Kreme...,because I love that donut.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
23,I crave to eat a donut from Krispy Kreme...,but I don't care which one.,6,S,F2,ITV,QD,crave,every,,8,OP1_wide
23,I ate a donut from Krispy Kreme...,but I don't care which one.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,20,NA_CONTROL
23,I ate a donut from Krispy Kreme...,but I don't care which one.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,"You already ate the Krispy Kreme donut. The second phrase makes it seem like you are going to choose another, which you don't care for. The action is already done.",20,NA_CONTROL
23,I crave to eat a donut from Krispy Kreme...,because I love that donut.,7,S,F1,ITV,QD,crave,every,,20,OP2_wide
23,I ate a donut from Krispy Kreme...,because I love that donut.,6,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,"Slightly off, but I can see it. I can't explain why it feels weird.",18,NA_CONTROL
23,I ate a donut from Krispy Kreme...,because I love that donut.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
23,I ate a donut from Krispy Kreme...,because I love that donut.,5,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
23,I ate a donut from Krispy Kreme...,but I don't care which one.,5,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,20,NA_CONTROL
23,I ate a donut from Krispy Kreme...,but I don't care which one.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,20,NA_CONTROL
23,I crave to eat a donut from Krispy Kreme...,but I don't care which one.,6,S,F2,ITV,QD,crave,every,,8,OP1_wide
23,I crave to eat a donut from Krispy Kreme...,but I don't care which one.,7,S,F2,ITV,QD,crave,every,,8,OP1_wide
23,I ate a donut from Krispy Kreme...,but I don't care which one.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,20,NA_CONTROL
23,I crave to eat a donut from Krispy Kreme...,but I don't care which one.,7,S,F2,ITV,QD,crave,every,Perfect and probably commonly said!,8,OP1_wide
23,I crave to eat a donut from Krispy Kreme...,but I don't care which one.,7,S,F2,ITV,QD,crave,every,,8,OP1_wide
23,I crave to eat a donut from Krispy Kreme...,because I love that donut.,4,S,F1,ITV,QD,crave,every,"It isn't a donut, it's a brand of donuts. Should be ""I love those donuts.""",20,OP2_wide
23,I ate a donut from Krispy Kreme...,because I love that donut.,6,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
23,I crave to eat a donut from Krispy Kreme...,but I don't care which one.,4,S,F2,ITV,QD,crave,every,,8,OP1_wide
23,I ate a donut from Krispy Kreme...,but I don't care which one.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,20,NA_CONTROL
23,I ate a donut from Krispy Kreme...,because I love that donut.,1,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,Sounds like a foreigner who wants to say 'because I love their donuts'.,18,NA_CONTROL
23,I crave to eat a donut from Krispy Kreme...,because I love that donut.,6,S,F1,ITV,QD,crave,every,,20,OP2_wide
23,I crave to eat a donut from Krispy Kreme...,but I don't care which one.,7,S,F2,ITV,QD,crave,every,,8,OP1_wide
23,I ate a donut from Krispy Kreme...,but I don't care which one.,2,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,20,NA_CONTROL
23,I crave to eat a donut from Krispy Kreme...,because I love that donut.,4,S,F1,ITV,QD,crave,every,,20,OP2_wide
23,I crave to eat a donut from Krispy Kreme...,but I don't care which one.,4,S,F2,ITV,QD,crave,every,,8,OP1_wide
23,I crave to eat a donut from Krispy Kreme...,but I don't care which one.,6,S,F2,ITV,QD,crave,every,,8,OP1_wide
23,I crave to eat a donut from Krispy Kreme...,but I don't care which one.,2,S,F2,ITV,QD,crave,every,,8,OP1_wide
23,I crave to eat a donut from Krispy Kreme...,because I love that donut.,7,S,F1,ITV,QD,crave,every,,20,OP2_wide
23,I crave to eat a donut from Krispy Kreme...,but I don't care which one.,7,S,F2,ITV,QD,crave,every,,8,OP1_wide
23,I ate a donut from Krispy Kreme...,but I don't care which one.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,20,NA_CONTROL
23,I crave to eat a donut from Krispy Kreme...,but I don't care which one.,7,S,F2,ITV,QD,crave,every,Sounds reasonable! ,8,OP1_wide
23,I crave to eat a donut from Krispy Kreme...,because I love that donut.,1,S,F1,ITV,QD,crave,every,,20,OP2_wide
23,I ate a donut from Krispy Kreme...,but I don't care which one.,3,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,20,NA_CONTROL
23,I ate a donut from Krispy Kreme...,but I don't care which one.,3,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,20,NA_CONTROL
23,I ate a donut from Krispy Kreme...,but I don't care which one.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL, It already happened.,20,NA_CONTROL
23,I ate a donut from Krispy Kreme...,because I love that donut.,6,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
23,I ate a donut from Krispy Kreme...,because I love that donut.,4,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
23,I ate a donut from Krispy Kreme...,but I don't care which one.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,20,NA_CONTROL
24,I gave my father five trading cards I love...,but I don't know which ones.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,he would know which if he loved them,9,NA_CONTROL
24,I gave my father five trading cards I love...,but I don't know which ones.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,9,NA_CONTROL
24,I owe my father five trading cards I love...,but I don't know which ones.,2,S,F2,ITV,NMR,owe,five,,18,OP1_wide
24,I owe my father five trading cards I love...,and I know which ones.,5,S,F1,ITV,NMR,owe,five,,19,OP2_wide
24,I gave my father five trading cards I love...,but I don't know which ones.,6,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,9,NA_CONTROL
24,I gave my father five trading cards I love...,but I don't know which ones.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,9,NA_CONTROL
24,I owe my father five trading cards I love...,and I know which ones.,6,S,F1,ITV,NMR,owe,five,Cut and clean makes sense.,19,OP2_wide
24,I gave my father five trading cards I love...,and I know which ones.,5,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
24,I owe my father five trading cards I love...,and I know which ones.,7,S,F1,ITV,NMR,owe,five,,19,OP2_wide
24,I gave my father five trading cards I love...,but I don't know which ones.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,9,NA_CONTROL
24,I gave my father five trading cards I love...,and I know which ones.,4,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
24,I gave my father five trading cards I love...,and I know which ones.,5,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
24,I owe my father five trading cards I love...,and I know which ones.,6,S,F1,ITV,NMR,owe,five,,19,OP2_wide
24,I owe my father five trading cards I love...,but I don't know which ones.,6,S,F2,ITV,NMR,owe,five,Perhaps could be a little better but this one is fine. ,18,OP1_wide
24,I owe my father five trading cards I love...,and I know which ones.,4,S,F1,ITV,NMR,owe,five,,19,OP2_wide
24,I gave my father five trading cards I love...,but I don't know which ones.,3,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,9,NA_CONTROL
24,I owe my father five trading cards I love...,and I know which ones.,1,S,F1,ITV,NMR,owe,five,I have no idea what this means,19,OP2_wide
24,I owe my father five trading cards I love...,and I know which ones.,5,S,F1,ITV,NMR,owe,five,,19,OP2_wide
24,I gave my father five trading cards I love...,and I know which ones.,2,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
24,I owe my father five trading cards I love...,and I know which ones.,6,S,F1,ITV,NMR,owe,five,,19,OP2_wide
24,I gave my father five trading cards I love...,and I know which ones.,6,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,"It seems pretty natural to me, though not 100%. ",18,NA_CONTROL
24,I owe my father five trading cards I love...,but I don't know which ones.,5,S,F2,ITV,NMR,owe,five,,18,OP1_wide
24,I owe my father five trading cards I love...,and I know which ones.,6,S,F1,ITV,NMR,owe,five,,19,OP2_wide
24,I gave my father five trading cards I love...,and I know which ones.,5,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
24,I owe my father five trading cards I love...,and I know which ones.,6,S,F1,ITV,NMR,owe,five,,19,OP2_wide
24,I gave my father five trading cards I love...,and I know which ones.,4,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
24,I gave my father five trading cards I love...,and I know which ones.,6,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
24,I owe my father five trading cards I love...,but I don't know which ones.,2,S,F2,ITV,NMR,owe,five,How do they know they love them if they dont know what they are,18,OP1_wide
24,I owe my father five trading cards I love...,and I know which ones.,5,S,F1,ITV,NMR,owe,five,,19,OP2_wide
24,I owe my father five trading cards I love...,and I know which ones.,5,S,F1,ITV,NMR,owe,five,,19,OP2_wide
24,I gave my father five trading cards I love...,and I know which ones.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
24,I gave my father five trading cards I love...,but I don't know which ones.,5,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,9,NA_CONTROL
24,I owe my father five trading cards I love...,and I know which ones.,6,S,F1,ITV,NMR,owe,five,,19,OP2_wide
24,I owe my father five trading cards I love...,and I know which ones.,6,S,F1,ITV,NMR,owe,five,Reasonable ,19,OP2_wide
24,I gave my father five trading cards I love...,and I know which ones.,4,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
24,I gave my father five trading cards I love...,and I know which ones.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,He knows what he gave,18,NA_CONTROL
24,I owe my father five trading cards I love...,but I don't know which ones.,1,S,F2,ITV,NMR,owe,five,,18,OP1_wide
24,I gave my father five trading cards I love...,but I don't know which ones.,2,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,9,NA_CONTROL
25,I require that I share my playlist with three close friends...,but I don't care about who they are.,3,S,F2,ITV,NMR,require,three ,Sounds unnatural because I think the meaning of the second phrase is easily misinterpreted to sound like the speaker is saying they don't care about their friends.,20,OP1_wide
25,I shared my playlist with three close friends...,because the three of them love my playlists.,5,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,It makes sense but isn't economical enough to sound completely natural.,14,NA_CONTROL
